781935912393515008;293698668;2184;10993;1217;717;80;Merida-Venezuela;SeguridadULA;293698668;Seguridad informática en la Universidad de Los Andes.;El Internet de Todo #IoE, se espera que el para el 2020 tu carro conectado al Wifi pague por la gasolina y el estac… https://t.co/SgQ0pEYHyf
781935922271092736;166719313;2479;3761;212;491;31;In the forest!;Malcolm;166719313;;The latest RFID insider! https://t.co/D0K7SczJQ4 Thanks to @1onenote @VizinexRFID @MOrtizDeJesus #rfid #iot
781935926746419200;14090906;3339;18158;32359;656;1547;Boston, MA;Chris Wysopal;14090906;Co-founder, CTO of Veracode. Former L0pht researcher, developer, and de-obfuscator. Passionate about application security & security transparency.;Can we first get Symantec AV on all the IP cams causing the 1TB DDoS botnet? https://t.co/yBGl9Xkaie
781935943838212098;16520052;3132;15959;1408;408;100;Buenos Aires, Argentina;Bruno Ropu Rovagnati;16520052;Techie fan, software engineer as a profession, ski lover and KiteSurfer wannabe. R/GA SVP, Managing Director, LaTam;RT @UdesaMind: Qué es #IoT? Cuál es el requerimiento y expectativa de cada industria? @ropu en #MIND https://t.co/DJFkHfFDHF
781935945163485184;34922589;2925;2156;296;660;83;Gurgaon;pds@///;34922589;;RT @EricssonCities: #IoT helps mangroves grow! Learn about our award winning project in Malaysia: https://t.co/Z9byLNdzXX https://t.co/BTti…
781935961508814848;17145442;3097;99469;53837;39946;2214;Las Vegas, NV;Chris Rauschnot;17145442;Blogger @HuffingtonPost @MacTrast +, Speaker, Award Winner & Social Media Consultant. @24kMedia http://bit.ly/24kMediaFB ✈️ #Travel #Tech #Vegas #Food #Auto;#IoT Gets Social: How Our Connected Lives Will Change #SocialMedia https://t.co/LaToDF8BNa MT @socialmedia2day https://t.co/Mudz0vlCQs
781935964658798592;213339721;2362;253796;10240;4012;11585;Online;IT Knowingness;213339721;Latest news and trends in IT and Computer Science;RT @24k: #IoT Gets Social: How Our Connected Lives Will Change #SocialMedia https://t.co/LaToDF8BNa MT @socialmedia2day https://t.co/Mudz0v…
781935978906726401;26133036;2957;45202;9179;8822;577;Toronto, Ontario, Canada;Peter G. Goral;26133036;Sr Executive Digital Transformation, Accomplished Artist, RadioHost, Executive Advisor to #CEO's, Social Media Consultant;RT @CIOWaterCooler: How to Prepare Your Business for the IoT Revolution https://t.co/NRe90nxvbP by @ArtsandClouds
781935984862752768;745496817287127040;310;7991;85;134;148;Sydney, New South Wales;Emily Jones;745496817287127040;I am a warm, caring, loving & trustworthy person. I share a very special bond with all my friends & family.  I believe in the motto ‘Live and let live’.;For these NFL stars, Super Bowls are great, but parenting is tops. #Technology #Australia #IoT https://t.co/jH5tAsbQ4X
781935993830182912;745496817287127040;310;7992;85;134;148;Sydney, New South Wales;Emily Jones;745496817287127040;I am a warm, caring, loving & trustworthy person. I share a very special bond with all my friends & family.  I believe in the motto ‘Live and let live’.;A contest was held to find this year's funniest animal photo. Here are 15 of the best. #Technology #Australia #IoT https://t.co/qjJFBxhZSI
